,text,Annotation
245,@Censored31 @rupertmurdoch What are you crying about microbrain. Islam declared war on all humanity 1400 years ago.,racism
246,@depressedfuck1 @CompoundMixture @CruisingBye @SuperiorMenArmy In know more about the religion than you. And it is pure evil.,racism
247,@Sayfudeeen Why do you complain?  Islam has been ethnic cleansing everybody for 1400 years.  Isn't it time to return the favor?,racism
248,"@mohamadraimi4 @korderakan Not only dead Daesh, but Baghdadi ran like a coward. Will he behead himself for fleeing like he does his men Gwer",racism
249,@dawla___account @IronLionHeart Good reason not to practice a religion that declared war on all humanity 1400 years ago.,racism
250,@depressedfuck1 @CompoundMixture @CruisingBye I read the Quran. It is a hate mongering piece of filth. http://t.co/4j6z8JnH5j,racism
251,"RT @CruisingBye: @depressedfuck1 @VileIslam 

Your doctrine supports terrorism &amp; violence http://t.co/U3iMwdACc0",racism
252,"@Abu_Baraa1 @danger_tiny I hope so, because in English it comes off as moronic hate mongering.",racism
253,@Abu_Baraa1 @Myself_00001 Now if we can only get the world to recognize that Islam declared war on humanity 1400 ago and outlaw it.,racism
254,@Abu_Baraa1 Why should you be annoyed at being denied rights that you don't give to others. You are a hypocrite.,racism
255,"@Abu_Baraa1 Dumb Muslims complain about freedom of speech and support blasphemy laws at the same time. What a disgusting, inhuman religion.",racism
256,@Asadumarfans You are a Muslim. You are brain dead. You repeat what others have said a million times.,racism
257,@Zeke311 Now if Hollande and other leaders will only understand that the Islam of the Quran is radical Islam. Outlaw Islam!,racism
258,"@muslmdawah If you search objectively, you will find that the pedophile prophet Mohammed declared war on all humanity 1400 years ago.",racism
259,Why do these so called Moderate Muslims never ask themselves why Islam has over 100 terrorist groups and no other religion is remotely close,racism
260,@adimuliapradana It is the Muslims that don't follow the Quran and Hadiths that are peaceful. Those who follow it are always violent. #Islam,racism
261,"RT @deegy2: Islam is a religion of hate, violence, and deceit. http://t.co/53PbSh0rf2",racism
262,"Until people like Hollande acknowledge that #Islam teaches murder and hatred, we will always be dealing with the symptoms, not the problem.",racism
263,"@hibach8 But it is a lie.  The religion is a disgusting, terrorist, hate mongering piece of filth.  That has nothing to do with individuals.",racism
264,@Iz_abdul Islam and Muslims shame Islam. http://t.co/uqgMLy8sfJ,racism
265,"@JM_Yturralde No, they showed you the good face of people.  There is no good face of Islam.",racism
266,"RT @HillelNeuer: He incited car attacks &amp; praised synagogue murderers as ""Martyrs."" Now Mahmoud Abbas visits Paris to condemn terror. http:…",racism
267,@comradejotaro @brassidio You didn't recognize the irony of me using your method because you are an ignorant Muslim.,racism
268,"@Iz_abdul By now no one buys that ""few individuals"" lie any more.  Most Muslims are extremists. http://t.co/kfxzXKFqsO",racism
269,@Iz_abdul Allah's words are filth and hatred and phony. http://t.co/E4yVziJyqk,racism
270,RT @hstapanghosh: Suicide bombing by 10-year-old girl@ Nigeria kills10 http://t.co/jareR5Dzal Blowing up a 10 yr old girl-inspired by Islam…,racism
271,"RT @aruaugust: lost glory of islam...whats that?am not aware of any glory,any grt contribution frm them to the world?",racism
272,@adoomieforlyf @Shaffrazz That old lie again. Muslims repeat the same lie again and again. Here is the truth about it http://t.co/a6zuxxS4NE,racism
273,@adoomieforlyf @Shaffrazz I choose to define it by the Quran and it's followers.  And most are extremists. http://t.co/6iB4yH5y78,racism
274,@CamilleHughes16 @edbarber101658 @_Watch_Observe_ A piece at a time. Start by outlawing new Mosques and stoping Muslim immigration.,racism
275,@CamilleHughes16 @edbarber101658 @_Watch_Observe_ Then export all the non citizen Imams. Put cameras in the remaining Mosques.,racism
276,@CamilleHughes16 @edbarber101658 @_Watch_Observe_ Then jail any Imam that teaches any aspect of Jihad or sexism. Etc.,racism
277,@CamilleHughes16 @anthfieg1 @_Watch_Observe_ How many times do I have to tell you that most Muslims are extremists. http://t.co/n4sK0jFvmf,racism
278,"RT @ISIS_CRIMES: @RuwaydaMustafah 
Of course. because radical Islam by definition under sharia, means going back in time . 
Its uncivilized",racism
279,"RT @muayfarang555: Not satisfied with raping a 9 year old girl, the holy prophet (SBUH) also enjoyed sleeping around too... http://t.co/Ooj…",racism
280,"@obinoavey ""dens of apostates""? Murder for the sake of religion.  Could you get any more stupid and inhuman?",racism
281,RT @noisykafir: Please draw mohammed! Just a smiley face will do but draw it and post it. #IAmCharlieHebdo http://t.co/QIOVZyNxdJ,racism
282,@harun_yahya You and your religious brothers are the real filth of the earth. PKK rescued Yezidis from your animal friends.,racism
283,"@harun_yahya Islam declared war on all humanity 1400 years ago and this piece of dog manure, Oktar, is talking about others intimidation.",racism
284,"Until we get beyond making excuses for, ""just a few bad Muslims"" and recognize Islam as a religion of terror, Paris will keep happening.",racism
285,It's not about satire or free speech.  Pretending it is will solve nothing.  The problem is that the Quran is full of incitement for murder.,racism
286,As long as we make feel good lectures and demonstrations about freedom of speech we are avoiding the real problem - the violence of Islam.,racism
287,"Our politicians make inane speeches about freedom of speech while studiously avoiding the real source of the problem, the violence in #Islam",racism
288,We would be much better off figuring out what to do about Islamofascim than ranting about freedom of speech or who went to Paris. #Islam,racism
289,The prophet Mohammed also had people murdered for criticizing him.  So the Paris murders were very much a part of the real #Islam,racism
290,@jerZboyUSA @theblaze The reason these politically correct idiots will never solve problem is because they won't acknowledge that it's Islam,racism
291,@ShirleyMArmenta @ShareThis #Islam is radical Islam.  We keep pretending they are different to avoid confronting the problem.,racism
292,"@Setarehgan @Maryam_Rajavi This is the big lie about #Islam.  It doesn't advocate tolerance and coexistence, it advocates hatred and murder.",racism
293,@G_Abdulazeez Stupid comment. ISIS is sponsored by Islam and they behave exactly like the terrorist prophet Mohammed.,racism
294,"@Salon @TheMuslimGuy So when the subject of Islam's relationship with terrorism comes up, they react like the empty morons they are.",racism
295,@Salon @TheMuslimGuy Salon tries to shut down free speech and shut people up by playing a race card about an ideaology. #Islam,racism
296,"@Salon @TheMuslimGuy First off, the cretins at Salon are 100% unaware that there is nothing that ISIS does that Mohammed did not also do.",racism
297,@Salon @TheMuslimGuy Do you think that the brick heads at Salon know that the prophet Mohammed beheaded people in mass? #Islam,racism
298,@Salon @TheMuslimGuy Do you think the yokels at Salon know that Mohammed was a slave trader who owned 28 slaves? Not a chance. #Islam,racism
299,@Salon @TheMuslimGuy Do the BB brains at Salon understand that the rape of slave girls was approved and practiced by Mohammed. #Islam,racism
300,@Salon @TheMuslimGuy Do the trolls at Salon know that the prophet Mohammed was a caravan robber?  They don't. #Islam,racism
301,"@Salon @TheMuslimGuy Do the trolls at Salon know that Mohammed led 17 major military expedition, most of them offensive? No chance. #Islam",racism
302,@Salon @TheMuslimGuy Objecting to this is what the PC zombies at Salon call racism. http://t.co/LXv8FbvfZb,racism
303,@Salon @TheMuslimGuy Objecting to this is what the PC morons of Salon call racism. http://t.co/ZjU8NqChiF,racism
304,@Salon @TheMuslimGuy Objecting to this is what the PC morons of Salon call racism. #Islam http://t.co/JsytuXHXTz,racism
305,@Salon @TheMuslimGuy Objecting to this is what the PC morons of Salon call racism. http://t.co/pEPfxlLKfu,racism
306,@Salon @TheMuslimGuy Do you think that the cretins at Salon understand Mohammed's declaration of war on humanity? No http://t.co/CvhAFFBFAq,racism
307,@Salon @TheMuslimGuy Do you think that the mindless little bozos at Salon understand that  Quran is full of bigotry. http://t.co/3JZwrONpWX,racism
308,@Salon @TheMuslimGuy Any chance that Salon understands what most Muslims think about some very primitive ideas? No. http://t.co/XyFCs9RZd7,racism
309,RT @Loretta778: @tdw1116 @Salon The terrorists themselves trumpet their allegiance to Allah and their religion. It's stupid to pretend away…,racism
310,@reza_rahman Claiming that Islam is not a problem because states that are Islamic repress their citizens is a contradiction of ideas.,racism
311,"@reza_rahman If Quran and Hadith are full of hatred and murder and if Muslims support Sharia, then the problem is Islam and screw leftists.",racism
312,@Salon Islam tells us that we must accept sexism. So I guess Muslim sexism must be accepted or you are racist. http://t.co/K5F0F4oSsB,racism
313,"@Hatewatch Okay, and what are you going to make the other 100 Islamic terrorists groups equivalent to?",racism
314,"@SumbelinaZ @IronmanL1 @Hatewatch Name the last person the KKK killed, and you can find 100,000 that have since been killed by Islamists.",racism
315,@stevecorrales80 @IronmanL1 @IAmThe1Teacher Another guilt feeling fool.  Islam attacked and conquered 2/3 of Christianity before crusades.,racism
316,@stevecorrales80 @IronmanL1 @IAmThe1Teacher The first crusades were Muslims invading Spain and France - 400 years before European Crusades.,racism
317,@JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch Why would you profile white people. Blacks murder at 6 times the rate as whites.,racism
318,@IAmThe1Teacher @stevecorrales80 @IronmanL1 Islam declared war on all humanity 1400 years ago.  And nothing has changed.,racism
319,@IronmanL1 @IAmThe1Teacher @stevecorrales80 I don't think so. But we do need to outlaw Islam.,racism
320,"@JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch There have been 22,000 Islamic terrorist attacks since 9/11.",racism
321,@JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch And that doesn't count common crime in Muslim states.,racism
322,@JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch The Department of Justice report says blacks kill at 6 times the rate of whites.,racism
323,@IAmThe1Teacher @IronmanL1 @stevecorrales80 The Hindus tried a pacifist approach to Islam.  The Muslims responded by murdering 80 million.,racism
324,"@IAmThe1Teacher @IronmanL1 @stevecorrales80 So, are people who support murder for apostacy guilty of anything? http://t.co/KmrPOXcoGa",racism
325,@IAmThe1Teacher @IronmanL1 @stevecorrales80 What do you think we are doing when we accept Muslim immigrants.  What do we get back.,racism
326,"@Ceff00 @JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch Muslims are not a race, they are a murder cult. http://t.co/CZDlhBjyw5",racism
327,@Ceff00 @JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch There are over 100 Islamic terrorist groups. No other religion is close.,racism
328,@IAmThe1Teacher @IronmanL1 @stevecorrales80 It's utterly stupid to  tolerate the intolerance of Islam.,racism
329,@IAmThe1Teacher @IronmanL1 @stevecorrales80 And yet it is a law of Islam and 1/3 of Muslims support that law. But you tell me to tolerate em,racism
330,"@IAmThe1Teacher @stevecorrales80 @IronmanL1 So you want to be tolerant of ""Islam"" and intolerant of ""religions""?",racism
331,@IAmThe1Teacher You can preach coexistence all you want.  To Islamist you are just a useful idiot.,racism
